event_id,participant_id,rank,medal,score_raw,points_awarded
fei_world_championships_2006_equestrian-vaulting_squad-vaulting_mixed,equestrian_team_Austria_AUT,3,bronze,edition=FEI World Equestrian Games;event=Squad vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2006_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Megan_Benjamin_USA,1,gold,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,10.0
fei_world_championships_2006_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Katharina_Faltin_AUT,2,silver,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,7.0
fei_world_championships_2006_equestrian-vaulting_women-vaulting_women,equestrian_athlete_Sissa_Jarz_AUT,3,bronze,edition=FEI World Equestrian Games;event=Women's vaulting;discipline=equestrian-vaulting;source_url=https://en.wikipedia.org/wiki/2006_FEI_World_Equestrian_Games,5.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-freestyle_mixed,equestrian_athlete_Edward_Gal_NLD,1,gold,edition=FEI World Equestrian Games;event=Dressage Grand Prix Freestyle;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,10.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-freestyle_mixed,equestrian_athlete_Laura_Bechtolsheimer_GBR,2,silver,edition=FEI World Equestrian Games;event=Dressage Grand Prix Freestyle;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,7.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-freestyle_mixed,equestrian_athlete_Steffen_Peters_USA,3,bronze,edition=FEI World Equestrian Games;event=Dressage Grand Prix Freestyle;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,5.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-special_mixed,equestrian_athlete_Edward_Gal_NLD,1,gold,edition=FEI World Equestrian Games;event=Dressage Grand Prix Special;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,10.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-special_mixed,equestrian_athlete_Laura_Bechtolsheimer_GBR,2,silver,edition=FEI World Equestrian Games;event=Dressage Grand Prix Special;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,7.0
fei_world_championships_2010_equestrian-dressage-equestrian_dressage-grand-prix-special_mixed,equestrian_athlete_Steffen_Peters_USA,3,bronze,edition=FEI World Equestrian Games;event=Dressage Grand Prix Special;discipline=equestrian-dressage-equestrian;source_url=https://en.wikipedia.org/wiki/2010_FEI_World_Equestrian_Games,5.0
