year,event_date,gender,discipline_name,event_name,rank,medal,participant_type,athlete_name,country_name,country_code,performance,source_url
2023,2023-01-01,women,swimming,Women's 200 metre individual medley,2,silver,athlete,Alexandra Walsh,United States,USA,2:07.97,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 200 metre individual medley,3,bronze,athlete,Yu Yiting,China,CHN,2:08.74,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre freestyle relay,1,gold,team,,Australia,AUS,3:27.96 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre freestyle relay,2,silver,team,,United States,USA,3:31.93,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre freestyle relay,3,bronze,team,,China,CHN,3:32.40 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre medley relay,1,gold,team,,United States,USA,3:52.08,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre medley relay,2,silver,team,,Australia,AUS,3:53.37,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 100 metre medley relay,3,bronze,team,,Canada,CAN,3:54.12,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 200 metre freestyle relay,1,gold,team,,Australia,AUS,7:37.50 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 200 metre freestyle relay,2,silver,team,,United States,USA,7:41.38,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 4 × 200 metre freestyle relay,3,bronze,team,,China,CHN,7:44.40,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre freestyle,1,gold,athlete,Ariarne Titmus,Australia,AUS,3:55.38 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre freestyle,2,silver,athlete,Katie Ledecky,United States,USA,3:58.73,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre freestyle,3,bronze,athlete,Erika Fairweather,New Zealand,NZL,3:59.59 NR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre individual medley,1,gold,athlete,Summer McIntosh,Canada,CAN,4:27.11 CR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre individual medley,2,silver,athlete,Katie Grimes,United States,USA,4:31.41,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 400 metre individual medley,3,bronze,athlete,Jenna Forrester,Australia,AUS,4:32.30,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre backstroke,1,gold,athlete,Kaylee McKeown,Australia,AUS,27.08 OC,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre backstroke,2,silver,athlete,Regan Smith,United States,USA,27.11,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre backstroke,3,bronze,athlete,Lauren Cox,Great Britain,GBR,27.20,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre breaststroke,1,gold,athlete,Rūta Meilutytė,Lithuania,LTU,29.16 WR,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre breaststroke,2,silver,athlete,Lilly King,United States,USA,29.94,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre breaststroke,3,bronze,athlete,Benedetta Pilato,Italy,ITA,30.04,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre butterfly,1,gold,athlete,Sarah Sjöström,Sweden,SWE,24.77,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre butterfly,2,silver,athlete,Zhang Yufei,China,CHN,25.05 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre butterfly,3,bronze,athlete,Gretchen Walsh,United States,USA,25.46,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre freestyle,1,gold,athlete,Sarah Sjöström,Sweden,SWE,23.62,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre freestyle,2,silver,athlete,Shayna Jack,Australia,AUS,24.10,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 50 metre freestyle,3,bronze,athlete,Zhang Yufei,China,CHN,24.15,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 800 metre freestyle,1,gold,athlete,Katie Ledecky,United States,USA,8:08.87,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 800 metre freestyle,2,silver,athlete,Li Bingjie,China,CHN,8:13.31 AS,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,swimming,Women's 800 metre freestyle,3,bronze,athlete,Ariarne Titmus,Australia,AUS,8:13.59 =OC,https://en.wikipedia.org/wiki/Swimming_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,water polo,Men,1,gold,team,,Hungary,HUN,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,water polo,Men,2,silver,team,,Greece,GRC,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,men,water polo,Men,3,bronze,team,,Spain,ESP,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,water polo,Women,1,gold,team,,Netherlands,NLD,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,water polo,Women,2,silver,team,,Spain,ESP,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2023,2023-01-01,women,water polo,Women,3,bronze,team,,Italy,ITA,,https://en.wikipedia.org/wiki/Water_polo_at_the_2023_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo free routine,1,gold,athlete,Giorgio Minisini,Italy,ITA,210.1355,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo free routine,2,silver,athlete,Dennis González,Spain,ESP,196.275,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo free routine,3,bronze,athlete,Gustavo Sánchez,Colombia,COL,192.0812,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo technical routine,1,gold,athlete,Yang Shuncheng,China,CHN,246.4766,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo technical routine,2,silver,athlete,Giorgio Minisini,Italy,ITA,245.3166,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,artistic swimming,Men's Solo technical routine,3,bronze,athlete,Gustavo Sánchez,Colombia,COL,231.0,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet free routine,1,gold,team,,China,CHN,224.1437,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet free routine,2,silver,team,,Spain,ESP,208.3583,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet free routine,3,bronze,team,,Mexico,MEX,192.5772,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet technical routine,1,gold,team,,Kazakhstan,KAZ,228.005,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet technical routine,2,silver,team,,China,CHN,223.3166,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,artistic swimming,Mixed Duet technical routine,3,bronze,team,,Mexico,MEX,217.5192,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet free routine,1,gold,team,,China,CHN,250.7729,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet free routine,2,silver,team,,Netherlands,NLD,250.4979,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet free routine,3,bronze,team,,Great Britain,GBR,247.2626,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet technical routine,1,gold,team,,China,CHN,266.0484,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet technical routine,2,silver,team,,Great Britain,GBR,259.5601,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Duet technical routine,3,bronze,team,,Spain,ESP,258.0333,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Solo free routine,1,gold,athlete,Jacqueline Simoneau,Canada,CAN,264.8207,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Solo free routine,2,silver,athlete,Evangelia Platanioti,Greece,GRC,253.2833,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Solo technical routine,1,gold,athlete,Evangelia Platanioti,Greece,GRC,272.9633,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Solo technical routine,2,silver,athlete,Jacqueline Simoneau,Canada,CAN,269.2767,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,artistic swimming,Women's Solo technical routine,3,bronze,athlete,Xu Huiyan,China,CHN,262.37,https://en.wikipedia.org/wiki/Artistic_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 1 metre springboard,1,gold,athlete,Osmar Olvera,Mexico,MEX,431.75,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 1 metre springboard,2,silver,athlete,Li Shixin,Australia,AUS,395.7,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 1 metre springboard,3,bronze,athlete,Ross Haslam,Great Britain,GBR,393.1,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 10 metre platform,1,gold,athlete,Yang Hao,China,CHN,564.05,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 10 metre platform,2,silver,athlete,Cao Yuan,China,CHN,553.2,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 10 metre platform,3,bronze,athlete,Oleksiy Sereda,Ukraine,UKR,528.65,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 3 metre springboard,1,gold,athlete,Wang Zongyuan,China,CHN,538.7,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 3 metre springboard,2,silver,athlete,Xie Siyi,China,CHN,516.1,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's 3 metre springboard,3,bronze,athlete,Osmar Olvera,Mexico,MEX,498.4,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 10 metre platform,1,gold,team,,China,CHN,470.76,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 10 metre platform,2,silver,team,,Great Britain,GBR,422.57,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 10 metre platform,3,bronze,team,,Ukraine,UKR,406.47,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 3 metre springboard,1,gold,team,,China,CHN,442.41,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 3 metre springboard,2,silver,team,,Italy,ITA,384.24,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,diving,Men's Synchronized 3 metre springboard,3,bronze,team,,Spain,ESP,383.28,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,diving,Mixed Team,1,gold,team,,Great Britain,GBR,421.65,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,diving,Mixed Team,2,silver,team,,Mexico,MEX,412.8,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,mixed,diving,Mixed Team,3,bronze,team,,Australia,AUS,385.35,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 1 metre springboard,1,gold,athlete,Alysha Koloi,Australia,AUS,260.5,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 1 metre springboard,2,silver,athlete,Grace Reid,Great Britain,GBR,257.25,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 1 metre springboard,3,bronze,athlete,Maha Eissa,Egypt,EGY,257.15,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 10 metre platform,1,gold,athlete,Quan Hongchan,China,CHN,436.25,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 10 metre platform,2,silver,athlete,Chen Yuxi,China,CHN,427.8,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 10 metre platform,3,bronze,athlete,Andrea Spendolini-Sirieix,Great Britain,GBR,377.1,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 3 metre springboard,1,gold,athlete,Chang Yani,China,CHN,354.75,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 3 metre springboard,2,silver,athlete,Chen Yiwen,China,CHN,336.6,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's 3 metre springboard,3,bronze,athlete,Kim Su-ji,South Korea,KOR,311.25,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 10 metre platform,1,gold,team,,China,CHN,362.22,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 10 metre platform,2,silver,team,,North Korea,PRK,320.7,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 10 metre platform,3,bronze,team,,Great Britain,GBR,299.34,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 3 metre springboard,1,gold,team,,China,CHN,323.43,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 3 metre springboard,2,silver,team,,Australia,AUS,300.45,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,diving,Women's Synchronized 3 metre springboard,3,bronze,team,,Great Britain,GBR,281.7,https://en.wikipedia.org/wiki/Diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,high diving,Men,1,gold,athlete,Aidan Heslop,Great Britain,GBR,422.95,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,high diving,Men,2,silver,athlete,Gary Hunt,France,FRA,413.25,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,high diving,Men,3,bronze,athlete,Cătălin Preda,Romania,ROU,410.2,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,high diving,Women,1,gold,athlete,Rhiannan Iffland,Australia,AUS,342.0,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,high diving,Women,2,silver,athlete,Molly Carlson,Canada,CAN,320.7,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,women,high diving,Women,3,bronze,athlete,Jessica Macaulay,Canada,CAN,320.35,https://en.wikipedia.org/wiki/High_diving_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,open water swimming,Men's 10 km,1,gold,athlete,Kristóf Rasovszky,Hungary,HUN,1:48:21.2,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2024_World_Aquatics_Championships
2024,2024-01-01,men,open water swimming,Men's 10 km,2,silver,athlete,Marc-Antoine Olivier,France,FRA,1:48:23.6,https://en.wikipedia.org/wiki/Open_water_swimming_at_the_2024_World_Aquatics_Championships
